DOI,Title,Publication Name,Cover Date
doi:10.1016/j.cattod.2018.12.028,Boron nitride wash-coated cordierite monolithic catalyst showing high selectivity and productivity for oxidative dehydrogenation of propane ,Catalysis Today,2020/1/1
doi:10.1016/S1385-8947(03)00061-5,Separate/simultaneous catalytic reduction of sulfur dioxide and/or nitric oxide by carbon monoxide over titanium–tin solid solution catalysts ,Chemical Engineering Journal,2003/9/15
doi:10.1016/S0926-3373(02)00122-4,Combined effect of H2O and SO2 on V2O5/AC catalysts for NO reduction with ammonia at lower temperatures ,Applied Catalysis B: Environmental,2002/12/20
doi:10.1016/j.jtice.2017.07.013,"Mechanistic investigation of the different poisoning mechanisms of Cl and P on Mn/TiO2 catalyst for selective catalytic reduction of NOx with NH3
             ",Journal of the Taiwan Institute of Chemical Engineers,2017/11/30
doi:10.1016/j.cej.2015.12.085,Highly efficient Pd-doped ferrite spinel catalysts for the selective catalytic reduction of NO with H2 at low temperature ,Chemical Engineering Journal,2016/4/1
doi:10.1016/j.fuel.2017.04.035,"Influence of textures, oxygen-containing functional groups and metal species on SO2 and NO removal over Ce-Mn/NAC ",Fuel,2017/8/15
doi:10.1016/j.cattod.2013.11.048,Reaction pathways and mechanism for ammonia formation and removal over palladium-based three-way catalysts: Multiple roles of CO ,Catalysis Today,2014/8/1
doi:10.1016/j.apcata.2007.09.023,"Structural, acidic and redox properties of V2O5-TiO2-SO4
               2− catalysts ",Applied Catalysis A: General,2008/1/1
doi:10.1016/j.cej.2021.129675,ZSM-5-supported V-Cu bimetallic oxide catalyst for remarkable catalytic oxidation of toluene in coal-fired flue gas ,Chemical Engineering Journal,2021/9/1
doi:10.1016/j.cej.2019.122756,Time-resolved in-situ IR and DFT study: NH3 adsorption and redox cycle of acid site on vanadium-based catalysts for NO abatement via selective catalytic reduction ,Chemical Engineering Journal,2020/2/15
doi:10.1016/j.chemosphere.2020.126458,"Effect of preparation and reaction conditions on the performance of In/H-Beta for selective catalytic reduction of NOx with CH4
             ",Chemosphere,2020/8/31
doi:10.1016/j.jcat.2008.03.003,New insights into the nature of the acidic catalytic active sites present in ZrO2-supported tungsten oxide catalysts ,Journal of Catalysis,2008/5/15
doi:10.1016/j.ijhydene.2014.07.135,"Studies on B sites in Fe-doped LaNiO3 perovskite for SCR of NO
                  x
                with H2
             ",International Journal of Hydrogen Energy,2014/9/23
doi:10.1016/j.apsusc.2021.150989,Enhanced activity and water resistance of hierarchical flower-like Mn-Co binary oxides for ammonia-SCR reaction at low temperature ,Applied Surface Science,2021/12/15
doi:10.1016/j.jes.2019.10.010,Mn2NiO4 spinel catalyst for high-efficiency selective catalytic reduction of nitrogen oxides with good resistance to H2O and SO2 at low temperature ,Journal of Environmental Sciences,2020/3/31
doi:10.1016/j.jhazmat.2019.120800,Novel metal-organic framework supported manganese oxides for the selective catalytic reduction of NOx with NH3: Promotional role of the support ,Journal of Hazardous Materials,2019/12/15
doi:10.1016/j.fuel.2022.123469,A novel highly active catalyst form CuFeMg layered double oxides for the selective catalytic reduction of NO by CO ,Fuel,2022/6/1
doi:10.1016/j.jcat.2019.06.012,"Crystal orientation-dependent activity of tungsten-based catalysts for selective catalytic reduction of NO
                  x
                with NH3
             ",Journal of Catalysis,2019/7/31
doi:10.1016/j.apcatb.2007.09.012,"SO2 resistant antimony promoted V2O5/TiO2 catalyst for NH3-SCR of NO
                  x
                at low temperatures ",Applied Catalysis B: Environmental,2008/2/7
doi:10.1016/j.apcatb.2018.09.022,Volatilisation and subsequent deposition of platinum oxides from diesel oxidation catalysts ,Applied Catalysis B: Environmental,2019/2/28
doi:10.1016/j.cattod.2010.03.023,Study on Pt/Al-MCM-41 for NO selective reduction by hydrogen ,Catalysis Today,2010/12/22
doi:10.1016/j.fuproc.2016.10.018,"Optimization of wet denitration by dual oxidant (H2O2/S2O8
               2−) advanced oxidation process ",Fuel Processing Technology,2017/2/28
doi:10.1016/j.apsusc.2018.07.019,"Low temperature SCR reaction over Nano-Structured Fe-Mn Oxides: Characterization, performance, and kinetic study ",Applied Surface Science,2018/11/1
doi:10.1016/j.fuproc.2017.09.029,Promotional effect of iron modification on the catalytic properties of Mn-Fe/ZSM-5 catalysts in the Fast SCR reaction ,Fuel Processing Technology,2018/1/31
doi:10.1016/j.apcatb.2007.06.006,Selective catalytic reduction of NO by ammonia using mesoporous Fe-containing HZSM-5 and HZSM-12 zeolite catalysts: An option for automotive applications ,Applied Catalysis B: Environmental,2007/11/15
doi:10.1016/j.cattod.2018.02.025,"One-pot synthesis of Cu-SAPO-34 catalyst using waste mother liquid and its application in the selective catalytic reduction of NO with NH3
             ",Catalysis Today,2018/10/15
doi:10.1016/j.cej.2008.11.050,"Pd/γ-Al2O3 monolithic catalysts for NO
                  x
                reduction with CH4 in excess of O2: Effect of precursor salt ",Chemical Engineering Journal,2009/7/15
doi:10.1016/S0920-5861(00)00614-3,New non-traditional multiphase catalytic reactors based on monolithic structures ,Catalysis Today,2001/3/30
doi:10.1016/j.jes.2019.08.017,Superior activity of iron–manganese supported on kaolin for NO abatement at low temperature ,Journal of Environmental Sciences,2020/2/29
doi:10.1016/j.jhazmat.2019.121704,Promotional effects of nitrogen doping on catalytic performance over manganese-containing semi-coke catalysts for the NH3-SCR at low temperatures ,Journal of Hazardous Materials,2020/4/5
doi:10.1016/j.fuel.2020.117785,Influence of transition metal based SCR catalyst on the NOx emissions of diesel engine at low exhaust gas temperatures ,Fuel,2020/8/1
doi:10.1016/j.apcata.2011.08.026,Abatement of nitrous oxide over natural and iron modified natural zeolites ,Applied Catalysis A: General,2011/11/4
doi:10.1016/j.molcata.2008.12.003,"Ag–Al2O3 catalysts for lean NO
                  x
                reduction—Influence of preparation method and reductant ",Journal of Molecular Catalysis A: Chemical,2009/4/1
doi:10.1016/j.catcom.2016.03.005,Role of ceria in the improvement of SO2 resistance of LaxCe1−xFeO3 catalysts for catalytic reduction of NO with CO ,Catalysis Communications,2016/4/5
doi:10.1016/j.jcat.2022.06.023,Connecting cation site location to alkane dehydrogenation activity in Ni/BEA catalysts ,Journal of Catalysis,2022/9/30
doi:10.1016/j.apsusc.2017.05.198,Improvement of sulfur resistance of Pd/Ce–Zr–Al–O catalysts for CO oxidation ,Applied Surface Science,2018/1/31
doi:10.1016/j.apcata.2020.117705,Effect of Al2O3 phase on the catalytic performance for HCHO oxidation over Ag/Al2O3 catalysts ,Applied Catalysis A: General,2020/7/25
doi:10.1016/j.jcat.2004.11.027,"Enhanced soot oxidation by lattice oxygen via La3+-doped CeO2
             ",Journal of Catalysis,2005/2/15
doi:10.1016/j.apcata.2020.117726,Influence of ignition atmosphere on the structural properties of magnetic iron oxides synthesized via solution combustion and the NH3-SCR activity of W/Fe2O3 catalyst ,Applied Catalysis A: General,2020/7/25
doi:10.1016/j.jre.2020.09.006,"A highly active VO
                  x
               -MnO
                  x
               /CeO2 for selective catalytic reduction of NO: The balance between redox property and surface acidity ",Journal of Rare Earths,2021/11/30
doi:10.1016/j.snb.2019.126854,Enhancing NH3 sensing performance of mixed potential type sensors by chemical exsolution of Ag nanoparticle on AgNbO3 sensing electrode ,Sensors and Actuators B: Chemical,2019/11/1
doi:10.1016/j.apcatb.2013.06.006,"Effect of reducing agent (C3H6, CO, H2) on the NO
                  x
                conversion and selectivity during representative lean/rich cycles over monometallic platinum-based NSR catalysts. Influence of the support formulation ",Applied Catalysis B: Environmental,2014/3/31
doi:10.1016/j.apcatb.2011.08.001,"An investigation of the surface intermediates of H2-SCR of NO
                  x
                over Pt/H-FER ",Applied Catalysis B: Environmental,2011/9/21
doi:10.1016/j.apcatb.2017.03.052,Fe-HFER and Cu-HFER as catalysts for the NOX SCR using acetylene as a reducing agent: Reaction mechanism revealed by FT-IR operando study coupled with 15NO isotopic labelling ,Applied Catalysis B: Environmental,2018/4/30
doi:10.1016/j.apcatb.2013.07.059,"Structure–activity relationship of VO
                  x
               /CeO2 nanorod for NO removal with ammonia ",Applied Catalysis B: Environmental,2014/1/31
doi:10.1016/j.cej.2010.02.039,"Synthesis, characterization, and promoter effect of Cu-Zn/γ-Al2O3 catalysts on NO reduction with CO ",Chemical Engineering Journal,2010/5/15
doi:10.1016/j.jre.2019.05.008,"New insights into the role of vanadia species as active sites for selective catalytic reduction of NO with ammonia over VO
                  x
               /CeO2 catalysts ",Journal of Rare Earths,2020/7/31
doi:10.1016/j.cattod.2019.06.045,Novel WZrOx/TiO2 catalyst for selective catalytic reduction of NO by NH3 at high temperature ,Catalysis Today,2020/12/1
doi:10.1016/j.apcatb.2016.04.022,Influence of catalyst synthesis method on selective catalytic reduction (SCR) of NO by NH3 with V2O5-WO3/TiO2 catalysts ,Applied Catalysis B: Environmental,2016/9/15
doi:10.1016/j.apcatb.2004.09.004,"Cobalt-, copper- and iron-containing monolithic aluminosilicate-supported preparations for selective catalytic reduction of NO with NH3 at low temperatures ",Applied Catalysis B: Environmental,2005/2/25
doi:10.1016/j.jcat.2011.01.026,A direct sulfation method for introducing the transition metal cation Co2+ into ZrO2 with little change in the Brønsted acid sites ,Journal of Catalysis,2011/4/25
doi:10.1016/j.jssc.2021.122031,"Morphology control of metal-organic frameworks by Co-competitive coordination strategy for low-temperature selective catalytic reduction of NO with NH3
             ",Journal of Solid State Chemistry,2021/5/31
doi:10.1016/j.apcatb.2014.08.003,Kinetic modeling of NH3-SCR over a supported Cu zeolite catalyst using axial species distribution measurements ,Applied Catalysis B: Environmental,2015/2/28
doi:10.1016/j.catcom.2007.12.012,Selective catalytic reduction of NO by NH3 over a Ce/TiO2 catalyst ,Catalysis Communications,2008/3/31
doi:10.1016/j.fuel.2016.12.074,SO2 promotion in NH3-SCR reaction over V2O5/SiC catalyst at low temperature ,Fuel,2017/4/15
doi:10.1016/j.matlet.2006.10.044,Structural characterization and catalytic activities of titania supported iron (III) oxide catalysts: Effect of Li+ impregnation ,Materials Letters,2007/6/30
doi:10.1016/j.chemosphere.2015.10.097,"Catalytic decomposition of gaseous 1,2-dichlorobenzene over CuOx/TiO2 and CuOx/TiO2-CNTs catalysts: Mechanism and PCDD/Fs formation ",Chemosphere,2016/2/29
doi:10.1016/j.apsusc.2015.08.073,Promotional effect of tungsten-doped CeO2/TiO2 for selective catalytic reduction of NOx with ammonia ,Applied Surface Science,2015/11/30
doi:10.1016/j.jre.2017.07.014,"Synergistic catalytic removals of NO, CO and HC over CeO2 modified Mn-Mo-W-O
                  x
               /TiO2-SiO2 catalyst ",Journal of Rare Earths,2018/2/28
doi:10.1016/j.apcatb.2009.07.025,Effects of sulfate species on V2O5/TiO2 SCR catalysts in coal and biomass-fired systems ,Applied Catalysis B: Environmental,2009/10/19
doi:10.1016/j.apcatb.2010.09.032,"Carbon nanotube-supported metal catalysts for NO
                  x
                reduction using hydrocarbon reductants. Part 1: Catalyst preparation, characterization and NO
                  x
                reduction characteristics ",Applied Catalysis B: Environmental,2011/2/1
doi:10.1016/j.jhazmat.2016.11.019,Uniformly active phase loaded selective catalytic reduction catalysts (V2O5/TNTs) with superior alkaline resistance performance ,Journal of Hazardous Materials,2017/2/15
doi:10.1016/j.jtice.2015.06.014,Sustainable production of acetaldehyde from lactic acid over the magnesium aluminate spinel ,Journal of the Taiwan Institute of Chemical Engineers,2016/1/31
doi:10.1016/j.apcatb.2004.11.013,The selective oxidation of ammonia over alumina supported catalysts–experiments and modelling ,Applied Catalysis B: Environmental,2005/9/1
doi:10.1016/j.jcat.2014.08.010,Understanding ammonia selective catalytic reduction kinetics over Cu/SSZ-13 from motion of the Cu ions ,Journal of Catalysis,2014/11/30
doi:10.1016/j.jcat.2013.12.013,Low temperature catalytic NO oxidation over microporous materials ,Journal of Catalysis,2014/3/31
doi:10.1016/j.molcata.2015.02.013,"The effect of H2O on the H2-SCR of NO
                  x
                over Pt/HZSM-5 ",Journal of Molecular Catalysis A: Chemical,2015/5/1
doi:10.1016/j.cattod.2010.04.036,Al2O3-coated cordierite honeycomb supported CuO catalyst for selective catalytic reduction of NO by NH3: Surface properties and reaction mechanism ,Catalysis Today,2010/12/22
doi:10.1016/j.apcatb.2004.01.019,Selective catalytic reduction of nitric oxide by ammonia over Cu-exchanged Cuban natural zeolites ,Applied Catalysis B: Environmental,2004/7/15
doi:10.1016/j.jcat.2011.12.025,Effects of hydrothermal aging on NH3-SCR reaction over Cu/zeolites ,Journal of Catalysis,2012/3/31
doi:10.1016/j.jhazmat.2021.125826,"Revealing the effect of paired redox-acid sites on metal oxide catalysts for efficient NO
                  x
                removal by NH3-SCR ",Journal of Hazardous Materials,2021/8/15
doi:10.1016/j.mcat.2018.10.015,Selective catalytic reduction of NOx over Ce/TiZrOx catalyst: The promoted K resistance by TiZrOx support ,Molecular Catalysis,2019/1/31
doi:10.1016/S0926-3373(03)00227-3,Improvements in the N2 selectivity of Pt catalysts in the NO–H2–O2 reaction at low temperatures ,Applied Catalysis B: Environmental,2003/11/10
doi:10.1016/j.cattod.2011.04.024,N2O decomposition over Fe-FER: A Mössbauer study of the active sites ,Catalysis Today,2011/10/25
doi:10.1016/j.cej.2016.08.076,A simulated rotary reactor for NOx reduction by carbon monoxide over Fe/ZSM-5 catalysts ,Chemical Engineering Journal,2017/1/1
